# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Aug  5 15:56:09 2019
#
# User preference: *
#
# CONSTRAINT:  order by fpl_hostname asc
#
# COLUMN fpl_hostname:   Host Name
# COLUMN fpl_letter:     Planet Letter
# COLUMN fpl_name:       Planet Name
# COLUMN fpl_discmethod: Discovery Method
# COLUMN fpl_controvflag: Controversial Flag
# COLUMN fpl_disc:       Year of Discovery
# COLUMN fpl_orbper:     Orbital Period [days]
# COLUMN fpl_smax:       Orbit Semi-Major Axis [AU]
# COLUMN fpl_eccen:      Eccentricity
# COLUMN fpl_bmasse:     Planet Mass or M*sin(i) [Earth mass]
# COLUMN fpl_bmassprov:  Planet Mass or M*sin(i) Provenance
# COLUMN fpl_rade:       Planet Radius [Earth radii]
# COLUMN fpl_dens:       Planet Density [g/cm**3]
# COLUMN fpl_eqt:        Equilibrium Temperature [K]
# COLUMN fpl_tranflag:   Planet Transit Flag
# COLUMN fpl_cbflag:     Planet Circumbinary Flag
# COLUMN fpl_snum:       Number of Stars in System
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN fst_dist:       Distance [pc]
# COLUMN fst_optmag:     Optical Magnitude [mag]
# COLUMN fst_optmagband: Optical Magnitude Band
# COLUMN fst_nirmag:     Near-IR Magnitude [mag]
# COLUMN fst_nirmagband: Near-IR Magnitude Band
# COLUMN fst_spt:        Spectral Type
# COLUMN fst_teff:       Effective Temperature [K]
# COLUMN fst_logg:       Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN fst_lum:        Stellar Luminosity [log10(Solar luminosity)]
# COLUMN fst_mass:       Stellar Mass [Solar mass]
# COLUMN fst_rad:        Stellar Radius [Solar radii]
# COLUMN fst_met:        Stellar Metallicity [dex]
# COLUMN fst_metratio:   Metallicity Ratio
# COLUMN fst_age:        Stellar Age [Gyr]
#
loc_rowid,fpl_hostname,fpl_letter,fpl_name,fpl_discmethod,fpl_controvflag,fpl_disc,fpl_orbper,fpl_smax,fpl_eccen,fpl_bmasse,fpl_bmassprov,fpl_rade,fpl_dens,fpl_eqt,fpl_tranflag,fpl_cbflag,fpl_snum,ra_str,ra,dec_str,dec,fst_dist,fst_optmag,fst_optmagband,fst_nirmag,fst_nirmagband,fst_spt,fst_teff,fst_logg,fst_lum,fst_mass,fst_rad,fst_met,fst_metratio,fst_age
790,HD 66141,b,HD 66141 b,Radial Velocity,0,2012,480.50000000,1.200000,0.070000,1906.90000,Msini,12.800,5.00000,,0,0,1,08h02m15.94s,120.566406,+02d20m04.5s,2.334571,68.16,4.380,V (Johnson),1.447,Ks (2MASS),K2 III,4323.00,1.78,2.240,1.10,21.40,-0.323,[Fe/H],6.840
791,HD 66428,b,HD 66428 b,Radial Velocity,0,2005,2263.12000000,3.467000,0.493000,1018.32732,Msini,13.100,2.49000,,0,0,1,08h03m28.67s,120.869438,-01d09m45.8s,-1.162709,53.36,8.246,V (Johnson),6.660,Ks (2MASS),G8 IV (+ G),5773.00,4.36,0.096,1.08,1.10,0.230,[Fe/H],3.515
792,HD 67087,b,HD 67087 b,Radial Velocity,0,2015,352.20000000,1.080000,0.170000,973.00000,Msini,13.100,2.38000,,0,0,1,08h07m39.76s,121.915649,+31d33m04.7s,31.551319,76.69,8.050,V (Johnson),6.866,Ks (2MASS),F8 V,6330.00,4.19,0.540,1.36,1.55,0.250,[Fe/H],1.450
793,HD 67087,c,HD 67087 c,Radial Velocity,0,2015,2374.00000000,3.860000,0.760000,1540.00000,Msini,12.900,3.94000,,0,0,1,08h07m39.76s,121.915649,+31d33m04.7s,31.551319,76.69,8.050,V (Johnson),6.866,Ks (2MASS),F8 V,6330.00,4.19,0.540,1.36,1.55,0.250,[Fe/H],1.450
794,HD 6718,b,HD 6718 b,Radial Velocity,0,2009,2496.00000000,3.550000,0.100000,533.95440,Msini,13.500,1.19000,,0,0,1,01h07m48.66s,16.952761,-08d14m01.3s,-8.233706,51.42,8.450,V (Johnson),6.876,Ks (2MASS),G5 V,5801.00,4.51,-0.017,1.08,0.95,-0.030,[Fe/H],
795,HD 68402,b,HD 68402 b,Radial Velocity,0,2016,1103.00000000,2.180000,0.030000,975.73810,Msini,13.100,2.39000,,0,0,1,08h05m23.69s,121.348717,-74d24m37.5s,-74.410416,78.61,9.110,V (Johnson),7.697,Ks (2MASS),G5 IV/V,5950.00,4.47,0.068,1.12,1.02,0.290,[Fe/H],2.000
796,HD 68988,b,HD 68988 b,Radial Velocity,0,2001,6.27711000,0.070000,0.120000,626.12510,Msini,13.400,1.43000,,0,0,1,08h18m22.17s,124.592384,+61d27m38.6s,61.460724,60.95,8.200,V (Johnson),6.743,Ks (2MASS),G2 V,5932.00,4.40,0.222,1.28,1.19,0.350,[Fe/H],3.400
797,HD 69830,b,HD 69830 b,Radial Velocity,0,2006,8.66700000,0.078500,0.100000,10.20000,Msini,3.170,1.76000,,0,0,1,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174,12.56,6.000,V (Johnson),4.165,Ks (2MASS),K0 V,5385.00,4.47,-0.220,0.86,0.90,-0.050,[Fe/H],7.000
798,HD 69830,c,HD 69830 c,Radial Velocity,0,2006,31.56000000,0.186000,0.130000,11.80000,Msini,3.460,1.57000,,0,0,1,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174,12.56,6.000,V (Johnson),4.165,Ks (2MASS),K0 V,5385.00,4.47,-0.220,0.86,0.90,-0.050,[Fe/H],7.000
799,HD 69830,d,HD 69830 d,Radial Velocity,0,2006,197.00000000,0.630000,0.070000,18.10000,Msini,4.450,1.13000,,0,0,1,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174,12.56,6.000,V (Johnson),4.165,Ks (2MASS),K0 V,5385.00,4.47,-0.220,0.86,0.90,-0.050,[Fe/H],7.000
800,HD 70573,b,HD 70573 b,Radial Velocity,0,2007,851.80000000,1.760000,0.400000,1900.00000,Msini,12.800,4.98000,,0,0,1,08h22m49.95s,125.708135,+01d51m33.6s,1.859323,45.70,11.424,V (Johnson),7.191,Ks (2MASS),G1-1.5 V,5737.00,4.59,-0.001,1.00,0.98,-0.180,[Fe/H],0.102
801,HD 70642,b,HD 70642 b,Radial Velocity,0,2003,2124.54000000,3.318000,0.175000,633.43519,Msini,13.400,1.45000,,0,0,1,08h21m28.14s,125.367233,-39d42m19.5s,-39.705410,29.30,7.169,V (Johnson),5.574,Ks (2MASS),G5,5732.00,4.46,0.012,1.08,0.98,0.220,[Fe/H],0.919
802,HD 7199,b,HD 7199 b,Radial Velocity,0,2011,615.00000000,1.360000,0.190000,85.81410,Msini,11.100,0.34500,,0,0,1,01h10m47.22s,17.696762,-66d11m17.4s,-66.188164,36.19,8.027,V (Johnson),6.229,Ks (2MASS),K0 IV/V,5371.00,4.35,-0.123,0.77,0.97,0.320,[Fe/H],6.790
803,HD 72490,b,HD 72490 b,Radial Velocity,0,2018,858.00000000,1.880000,0.124000,561.92344,Msini,13.500,1.26000,,0,0,1,08h33m36.65s,128.402710,+13d33m02.8s,13.550790,126.79,7.820,V (Johnson),5.614,Ks (2MASS),G5,4934.00,3.21,1.091,1.21,4.96,,,
804,HD 72659,b,HD 72659 b,Radial Velocity,0,2002,3658.00000000,4.750000,0.220000,1223.64550,Msini,13.000,3.06000,,0,0,1,08h34m03.19s,128.513290,-01d34m05.6s,-1.568217,51.97,7.460,V (Johnson),5.982,Ks (2MASS),G2 V,5932.00,4.27,0.376,1.43,1.46,-0.020,[Fe/H],7.320
805,HD 72892,b,HD 72892 b,Radial Velocity,0,2016,39.47500000,0.228000,0.423000,1732.17350,Msini,12.800,4.54000,,0,0,1,08h34m52.60s,128.719147,-14d27m24.1s,-14.456694,69.87,8.830,V (Johnson),7.216,Ks (2MASS),G5 V,5688.00,4.27,0.146,1.02,1.22,0.250,[Fe/H],8.000
806,HD 73267,b,HD 73267 b,Radial Velocity,0,2008,1245.36000000,2.187000,0.230000,984.31951,Msini,13.100,2.41000,,0,0,1,08h36m17.78s,129.074066,-34d27m35.9s,-34.459980,54.91,8.889,V (Johnson),7.062,Ks (2MASS),G5 V,5387.00,4.45,-0.175,0.90,0.91,0.070,[Fe/H],8.140
807,HD 73526,b,HD 73526 b,Radial Velocity,0,2002,188.30000000,0.650000,0.190000,978.91640,Msini,13.100,2.39000,,0,0,1,08h37m16.48s,129.318680,-41d19m08.8s,-41.319103,97.51,8.971,V (Johnson),7.302,Ks (2MASS),G6 V,5601.00,4.12,0.338,1.14,1.53,0.220,[Fe/H],9.590
808,HD 73526,c,HD 73526 c,Radial Velocity,0,2005,379.10000000,1.030000,0.280000,715.09000,Msini,13.300,1.67000,,0,0,1,08h37m16.48s,129.318680,-41d19m08.8s,-41.319103,97.51,8.971,V (Johnson),7.302,Ks (2MASS),G6 V,5601.00,4.12,0.338,1.14,1.53,0.220,[Fe/H],9.590
809,HD 73534,b,HD 73534 b,Radial Velocity,0,2008,1750.00000000,2.990000,0.126000,353.42696,Msini,13.700,0.75500,,0,0,1,08h39m15.80s,129.815842,+12d57m37.4s,12.960376,83.53,8.230,V (Johnson),5.962,Ks (2MASS),G5,4917.00,3.60,0.582,1.16,2.58,0.232,[Fe/H],4.010
810,HD 74156,b,HD 74156 b,Radial Velocity,0,2003,51.64500000,0.292000,0.627000,572.07000,Msini,13.400,1.31000,,0,0,1,08h42m25.12s,130.604675,+04d34m41.2s,4.578097,64.60,7.614,V (Johnson),6.209,Ks (2MASS),G0,6068.00,4.19,0.401,1.24,1.44,0.110,[Fe/H],3.720
811,HD 74156,c,HD 74156 c,Radial Velocity,0,2003,2473.00000000,3.850000,0.432000,2561.60000,Msini,12.600,7.04000,,0,0,1,08h42m25.12s,130.604675,+04d34m41.2s,4.578097,64.60,7.614,V (Johnson),6.209,Ks (2MASS),G0,6068.00,4.19,0.401,1.24,1.44,0.110,[Fe/H],3.720
812,HD 7449,b,HD 7449 b,Radial Velocity,0,2011,1255.50000000,2.380000,0.920000,161.45764,Msini,14.200,0.31000,,0,0,2,01h14m29.32s,18.622173,-05d02m50.6s,-5.047387,38.71,7.483,V (Johnson),6.084,Ks (2MASS),G0 V,6024.00,4.51,0.102,1.05,1.03,-0.110,[Fe/H],2.100
813,HD 75289,b,HD 75289 b,Radial Velocity,0,1999,3.50927000,0.050000,0.030000,155.73670,Msini,14.200,0.29900,1260,0,0,1,08h47m40.39s,131.918289,-41d44m12.5s,-41.736794,29.14,6.350,V (Johnson),5.012,Ks (2MASS),G0,6117.00,4.37,0.312,1.29,1.23,0.260,[Fe/H],3.280
814,HD 75784,b,HD 75784 b,Radial Velocity,0,2014,341.20000000,1.032000,0.097000,317.83000,Msini,13.800,0.66500,,0,0,1,08h52m23.94s,133.099747,+13d14m00.4s,13.233433,85.64,7.840,V (Johnson),5.502,Ks (2MASS),G5,4867.00,3.46,0.759,1.26,3.40,0.250,[Fe/H],4.000
815,HD 75784,c,HD 75784 c,Radial Velocity,0,2018,7900.00000000,8.400000,0.489000,1792.56120,Msini,12.800,4.70000,,0,0,1,08h52m23.94s,133.099747,+13d14m00.4s,13.233433,85.64,7.840,V (Johnson),5.502,Ks (2MASS),G5,4867.00,3.46,0.759,1.26,3.40,0.250,[Fe/H],4.000
816,HD 75898,b,HD 75898 b,Radial Velocity,0,2007,422.90000000,1.191000,0.110000,861.31930,Msini,13.200,2.06000,,0,0,1,08h53m50.80s,133.461685,+33d03m24.5s,33.056812,78.23,8.030,V (Johnson),6.662,Ks (2MASS),G0,5963.00,4.31,0.460,1.26,1.58,0.280,[Fe/H],3.560
817,HD 76700,b,HD 76700 b,Radial Velocity,0,2002,3.97097000,0.050000,0.090000,66.74430,Msini,9.600,0.41500,,0,0,1,08h53m55.51s,133.481308,-66d48m03.6s,-66.800995,60.99,8.155,V (Johnson),6.500,Ks (2MASS),G6 V,5644.00,4.16,0.257,0.99,1.37,0.310,[Fe/H],5.000
818,HD 76920,b,HD 76920 b,Radial Velocity,0,2017,415.40000000,1.149000,0.856000,1249.07190,Msini,13.000,3.12000,,0,0,1,08h55m16.82s,133.820068,-67d15m55.7s,-67.265472,184.80,7.817,V (Johnson),5.253,Ks (2MASS),K1 III,4698.00,2.94,1.380,1.17,7.47,-0.110,[Fe/H],7.100
819,HD 77338,b,HD 77338 b,Radial Velocity,0,2012,5.73610000,0.060000,0.090000,15.90000,Mass,4.120,1.25000,,0,0,1,09h01m12.50s,135.302063,-25d31m37.4s,-25.527061,46.00,8.591,V (Johnson),6.761,Ks (2MASS),K0 IV,5341.00,4.60,-0.150,1.37,0.97,0.320,[Fe/H],
820,HD 7924,b,HD 7924 b,Radial Velocity,0,2008,5.39792000,0.060000,0.060000,6.35660,Msini,2.400,2.53000,826,0,0,1,01h21m59.12s,20.496313,+76d42m37.0s,76.710281,17.00,7.185,V (Johnson),5.159,Ks (2MASS),K0.5 V,5131.00,4.46,-0.414,0.65,0.78,-0.210,[Fe/H],0.880
821,HD 7924,c,HD 7924 c,Radial Velocity,0,2015,15.29900000,0.113400,0.098000,7.86000,Msini,2.720,2.15000,584,0,0,1,01h21m59.12s,20.496313,+76d42m37.0s,76.710281,17.00,7.185,V (Johnson),5.159,Ks (2MASS),K0.5 V,5131.00,4.46,-0.414,0.65,0.78,-0.210,[Fe/H],0.880
822,HD 7924,d,HD 7924 d,Radial Velocity,0,2015,24.45100000,0.155100,0.210000,6.44000,Msini,2.420,2.50000,499,0,0,1,01h21m59.12s,20.496313,+76d42m37.0s,76.710281,17.00,7.185,V (Johnson),5.159,Ks (2MASS),K0.5 V,5131.00,4.46,-0.414,0.65,0.78,-0.210,[Fe/H],0.880
823,HD 79498,b,HD 79498 b,Radial Velocity,0,2011,1807.00000000,2.980000,0.575000,425.89220,Msini,13.600,0.93000,,0,0,1,09h15m09.40s,138.789169,+23d22m32.0s,23.375549,49.02,8.050,V (Johnson),6.530,Ks (2MASS),G5,5748.00,4.37,0.030,1.08,1.05,0.180,[Fe/H],2.710
824,HD 80606,b,HD 80606 b,Radial Velocity,0,2001,111.43670000,0.456500,0.930000,1392.09540,Mass,11.994,5.08000,405,1,0,1,09h22m37.57s,140.656540,+50d36m13.4s,50.603722,66.60,9.001,V (Johnson),7.316,Ks (2MASS),G5,5561.00,4.42,0.001,1.15,1.04,0.350,[Fe/H],5.900
825,HD 81040,b,HD 81040 b,Radial Velocity,0,2005,1001.70001000,1.940000,0.530000,2310.62410,Msini,12.600,6.35000,,0,0,1,09h23m47.09s,140.946198,+20d21m52.0s,20.364454,34.47,7.720,V (Johnson),6.159,Ks (2MASS),G2/G3,5755.00,4.54,-0.076,1.05,0.91,-0.030,[Fe/H],0.730
826,HD 81688,b,HD 81688 b,Radial Velocity,0,2007,184.02000000,0.810000,0.000000,858.10000,Msini,13.200,2.05000,,0,0,1,09h28m39.99s,142.166626,+45d36m05.3s,45.601482,85.92,5.393,V (Johnson),3.056,Ks (2MASS),G5,4753.00,2.22,1.857,2.10,13.00,-0.359,[Fe/H],1.480
827,HD 82886,b,HD 82886 b,Radial Velocity,0,2011,705.00000000,1.580000,0.070000,740.54390,Msini,13.300,1.73000,,0,0,1,09h35m45.18s,143.938263,+34d46m50.7s,34.780743,127.52,7.780,V (Johnson),5.452,Ks (2MASS),G0,4953.00,3.40,1.165,2.53,5.26,-0.310,[Fe/H],7.000
828,HD 82943,b,HD 82943 b,Radial Velocity,0,2003,441.47000000,1.183060,0.162000,534.25000,Mass,13.500,1.19000,,0,0,1,09h34m50.73s,143.711395,-12d07m46.4s,-12.129546,27.61,6.530,V (Johnson),5.105,Ks (2MASS),G2/3 V,6016.00,4.46,0.195,1.20,1.03,0.300,[Fe/H],2.350
829,HD 82943,c,HD 82943 c,Radial Velocity,0,2003,220.07800000,0.743450,0.366300,622.60300,Mass,13.400,1.42000,,0,0,1,09h34m50.73s,143.711395,-12d07m46.4s,-12.129546,27.61,6.530,V (Johnson),5.105,Ks (2MASS),G2/3 V,6016.00,4.46,0.195,1.20,1.03,0.300,[Fe/H],2.350
830,HD 8326,b,HD 8326 b,Radial Velocity,0,2019,158.99100000,0.533000,0.200000,66.60000,Msini,9.580,0.41600,,0,0,1,01h22m07.61s,20.531721,-26d53m35.2s,-26.893103,30.71,8.760,V (Johnson),6.504,Ks (2MASS),K2 V,4914.00,4.48,-0.492,0.80,0.78,0.020,[Fe/H],
831,HD 83443,b,HD 83443 b,Radial Velocity,0,2002,2.98570000,0.040000,0.010000,108.06220,Msini,12.700,0.29000,,0,0,1,09h37m11.83s,144.299286,-43d16m19.9s,-43.272205,40.95,8.222,V (Johnson),6.444,Ks (2MASS),K0/1 V + G (III),5442.00,4.39,-0.104,0.79,0.94,0.350,[Fe/H],1.000
832,HD 8535,b,HD 8535 b,Radial Velocity,0,2010,1313.00000000,2.450000,0.150000,216.12440,Msini,14.000,0.43300,,0,0,1,01h23m37.24s,20.905149,-41d16m11.3s,-41.269802,52.50,7.700,V (Johnson),6.354,Ks (2MASS),G0 V,6136.00,4.46,0.333,1.13,1.19,0.060,[Fe/H],
833,HD 85390,b,HD 85390 b,Radial Velocity,0,2009,799.52000000,1.373000,0.500000,31.46517,Msini,6.160,0.74000,,0,0,1,09h50m02.50s,147.510406,-49d47m25.0s,-49.790268,33.56,8.526,V (Johnson),6.491,Ks (2MASS),K1 V,5186.00,4.41,-0.364,0.76,0.80,-0.070,[Fe/H],7.200
834,HD 85512,b,HD 85512 b,Radial Velocity,0,2011,58.43000000,0.260000,0.110000,3.17830,Msini,1.600,4.26000,298,0,0,1,09h51m07.05s,147.779388,-43d30m10.0s,-43.502789,11.28,7.670,V (Johnson),4.717,Ks (2MASS),K5 V,4300.00,4.36,-0.775,0.43,0.71,-0.260,[Fe/H],5.610
835,HD 8574,b,HD 8574 b,Radial Velocity,0,2002,227.00000000,0.760000,0.300000,645.19490,Msini,13.400,1.47000,,0,0,1,01h25m12.52s,21.302153,+28d34m00.1s,28.566692,44.88,7.112,V (Johnson),5.784,Ks (2MASS),F8,6064.00,4.28,0.377,1.34,1.38,0.010,[Fe/H],5.600
836,HD 86081,b,HD 86081 b,Radial Velocity,0,2006,2.13784310,0.034600,0.011900,470.38840,Msini,13.600,1.03000,,0,0,1,09h56m05.92s,149.024658,-03d48m30.3s,-3.808422,104.24,8.730,V (Johnson),7.299,Ks (2MASS),F8,5939.00,4.18,0.380,1.21,1.46,0.220,[Fe/H],3.610
837,HD 86226,b,HD 86226 b,Radial Velocity,0,2009,1695.00000000,2.840000,0.150000,292.39000,Msini,13.900,0.59800,,0,0,1,09h56m29.85s,149.124359,-24d05m57.8s,-24.099390,45.74,7.932,V (Johnson),6.463,Ks (2MASS),G2 V,5903.00,4.36,0.025,1.06,1.02,0.050,[Fe/H],1.500
838,HD 86264,b,HD 86264 b,Radial Velocity,0,2009,1475.00000000,2.860000,0.700000,2224.81000,Msini,12.700,5.97000,,0,0,1,09h56m57.84s,149.240997,-15d53m42.4s,-15.895122,67.94,7.407,V (Johnson),6.224,Ks (2MASS),F7 V,6210.00,4.02,0.660,1.42,1.88,0.202,[Fe/H],2.240
839,HD 8673,b,HD 8673 b,Radial Velocity,0,2009,1634.00000000,3.020000,0.723000,4513.00000,Msini,12.300,13.30000,,0,0,1,01h26m08.78s,21.536604,+34d34m46.9s,34.579700,37.90,6.310,V (Johnson),5.169,Ks (2MASS),F5,6472.00,4.27,0.533,1.35,1.39,0.140,[Fe/H],
840,HD 86950,b,HD 86950 b,Radial Velocity,0,2016,1270.00000000,2.720000,0.170000,1144.18800,Msini,13.000,2.86000,,0,0,1,10h01m37.61s,150.406708,-17d19m58.9s,-17.333023,211.10,7.459,V (Johnson),5.038,Ks (2MASS),K1 III,4805.00,2.66,1.560,1.66,8.80,0.040,[Fe/H],
841,HD 87646,b,HD 87646 b,Radial Velocity,0,2016,13.48100000,0.117000,0.050000,3941.09200,Msini,12.400,11.40000,,0,0,2,10h06m40.77s,151.669861,+17d53m42.4s,17.895103,135.17,8.000,V (Johnson),6.536,Ks (2MASS),G,5770.00,4.10,0.960,1.12,1.55,-0.170,[Fe/H],
842,HD 87883,b,HD 87883 b,Radial Velocity,0,2009,2754.00000000,3.580000,0.530000,489.45820,Msini,13.500,1.09000,,0,0,1,10h08m43.14s,152.179749,+34d14m32.1s,34.242260,18.30,7.550,V (Johnson),5.314,Ks (2MASS),K2.5 V,4915.00,4.47,-0.466,0.66,0.79,0.050,[Fe/H],9.840
843,HD 88133,b,HD 88133 b,Radial Velocity,0,2004,3.41488400,0.047900,0.031000,324.18660,Mass,13.800,0.67800,,0,0,1,10h10m07.68s,152.531982,+18d11m12.7s,18.186871,73.77,8.010,V (Johnson),6.199,Ks (2MASS),G5,5392.00,3.88,0.497,1.26,2.20,0.280,[Fe/H],5.370
844,HD 89307,b,HD 89307 b,Radial Velocity,0,2009,2166.00000000,3.270000,0.200000,670.62130,Msini,13.400,1.53000,,0,0,1,10h18m21.29s,154.588699,+12d37m16.0s,12.621108,32.04,7.009,V (Johnson),5.564,Ks (2MASS),G0,5955.00,4.46,0.132,1.27,1.10,-0.130,[Fe/H],2.310
845,HD 89345,b,HD 89345 b,Transit,0,2018,11.81430000,0.106600,0.220000,34.96130,Mass,7.398,0.47100,1089,1,0,1,10h18m41.06s,154.671066,+10d07m44.5s,10.129028,132.80,9.376,V (Johnson),7.721,Ks (2MASS),G5,5576.00,4.02,0.425,1.16,1.75,0.421,[Fe/H],7.530
846,HD 89744,b,HD 89744 b,Radial Velocity,0,1999,256.78000000,0.917000,0.677000,2653.88050,Msini,12.600,7.29000,,0,0,1,10h22m10.56s,155.544006,+41d13m46.3s,41.229530,38.68,5.720,V (Johnson),4.454,Ks (2MASS),F7 V,6291.00,4.07,0.805,1.86,2.16,0.240,[Fe/H],1.880
847,HD 90156,b,HD 90156 b,Radial Velocity,0,2009,49.77000000,0.250000,0.310000,17.98000,Msini,4.430,1.14000,,0,0,1,10h23m55.28s,155.980316,-29d38m43.9s,-29.645529,21.96,6.920,V (Johnson),5.245,Ks (2MASS),G5 V,5599.00,4.48,-0.143,0.84,0.87,-0.240,[Fe/H],4.400
848,HD 9174,b,HD 9174 b,Radial Velocity,0,2016,1179.00000000,2.200000,0.120000,352.79130,Msini,13.700,0.75400,,0,0,1,01h30m01.00s,22.504177,-19d36m16.2s,-19.604502,81.68,8.400,V (Johnson),6.744,Ks (2MASS),G8 IV,5577.00,4.03,0.382,1.03,1.67,0.390,[Fe/H],9.000
849,HD 92788,b,HD 92788 b,Radial Velocity,0,2000,325.80300000,0.970000,0.350000,1195.04080,Msini,13.000,2.99000,,0,0,1,10h42m48.53s,160.702209,-02d11m01.5s,-2.183756,34.69,7.310,V (Johnson),5.721,Ks (2MASS),G6 V,5744.00,4.39,0.098,1.15,1.14,0.270,[Fe/H],2.550
850,HD 92788,c,HD 92788 c,Radial Velocity,0,2019,11611.29750000,10.500000,0.460000,1166.43610,Msini,13.000,2.92000,,0,0,1,10h42m48.53s,160.702209,-02d11m01.5s,-2.183756,34.69,7.310,V (Johnson),5.721,Ks (2MASS),G6 V,5744.00,4.39,0.098,1.15,1.14,0.270,[Fe/H],2.550
851,HD 92987,b,HD 92987 b,Radial Velocity,0,2019,10354.83750000,9.620000,0.210000,5364.97040,Msini,12.200,16.20000,,0,0,1,10h43m36.27s,160.901108,-39d03m30.3s,-39.058426,43.59,7.030,V (Johnson),5.517,Ks (2MASS),G2/G3 V,5770.00,4.00,0.406,1.08,1.58,-0.080,[Fe/H],7.750
852,HD 93083,b,HD 93083 b,Radial Velocity,0,2005,143.58000000,0.477000,0.140000,117.59000,Msini,13.400,0.26900,,0,0,1,10h44m20.91s,161.087143,-33d34m37.3s,-33.577023,28.54,8.300,V (Johnson),6.132,Ks (2MASS),K3 V,4995.00,4.26,-0.387,0.70,0.85,0.150,[Fe/H],1.000
853,HD 9446,b,HD 9446 b,Radial Velocity,0,2009,30.05200000,0.189000,0.200000,222.47200,Msini,14.000,0.44600,,0,0,1,01h33m20.18s,23.334101,+29d15m54.5s,29.265148,50.42,8.369,V (Johnson),6.851,Ks (2MASS),G5 V,5793.00,4.53,0.041,1.00,1.00,0.090,[Fe/H],
854,HD 9446,c,HD 9446 c,Radial Velocity,0,2009,192.90000000,0.654000,0.060000,578.42600,Msini,13.400,1.32000,,0,0,1,01h33m20.18s,23.334101,+29d15m54.5s,29.265148,50.42,8.369,V (Johnson),6.851,Ks (2MASS),G5 V,5793.00,4.53,0.041,1.00,1.00,0.090,[Fe/H],
855,HD 94834,b,HD 94834 b,Radial Velocity,0,2018,1576.00000000,2.740000,0.140000,400.46580,Msini,13.700,0.85600,,0,0,1,10h57m15.11s,164.312973,+24d08m34.0s,24.142782,98.43,7.600,V (Johnson),5.200,Ks (2MASS),K0,4798.00,3.22,0.993,1.11,4.20,,,
856,HD 95086,b,HD 95086 b,Imaging,0,2013,,55.700000,,1589.00000,Mass,12.900,4.07000,1000,0,0,1,10h57m03.02s,164.262589,-68d40m02.4s,-68.667343,86.44,7.360,V (Johnson),6.789,Ks (2MASS),A8 III,7520.79,,0.822,1.60,1.52,,,0.017
857,HD 95089,b,HD 95089 b,Radial Velocity,0,2009,464.40000000,1.360000,0.119000,400.46580,Msini,13.700,0.85600,,0,0,1,10h58m47.74s,164.698898,+01d43m45.2s,1.729216,137.46,7.920,V (Johnson),5.626,Ks (2MASS),G8/K0 IV,4918.00,3.24,1.125,1.54,5.08,0.050,[Fe/H],1.850
858,HD 95089,c,HD 95089 c,Radial Velocity,0,2018,1785.00000000,3.330000,0.284000,1096.51350,Msini,13.100,2.68000,,0,0,1,10h58m47.74s,164.698898,+01d43m45.2s,1.729216,137.46,7.920,V (Johnson),5.626,Ks (2MASS),G8/K0 IV,4918.00,3.24,1.125,1.54,5.08,0.050,[Fe/H],1.850
859,HD 95127,b,HD 95127 b,Radial Velocity,0,2015,482.00000000,1.280000,0.110000,3378.53290,Msini,12.400,9.74000,,0,0,1,10h59m35.09s,164.896194,+43d48m52.1s,43.814465,689.75,8.150,V (Johnson),5.022,Ks (2MASS),K0,4218.00,1.78,2.559,3.70,41.01,-0.180,[Fe/H],5.500
860,HD 95872,b,HD 95872 b,Radial Velocity,0,2015,4375.00000000,5.150000,0.060000,1188.68420,Msini,13.000,2.97000,,0,0,1,11h03m28.11s,165.867114,-22d05m38.3s,-22.093977,72.37,9.895,V (Johnson),7.956,Ks (2MASS),K0 V,5312.00,4.43,-0.242,0.70,0.84,0.410,[Fe/H],10.000
861,HD 96063,b,HD 96063 b,Radial Velocity,0,2011,362.50000000,1.110000,0.170000,403.64410,Msini,13.700,0.86300,,0,0,1,11h04m44.45s,166.185226,-02d30m47.6s,-2.513218,140.62,8.210,V (Johnson),6.050,Ks (2MASS),G6 V,5020.00,3.33,1.013,1.37,4.75,-0.200,[Fe/H],2.920
862,HD 96127,b,HD 96127 b,Radial Velocity,0,2011,647.29999000,1.420000,0.300000,6661.71680,Msini,12.100,20.70000,,0,0,1,11h05m45.95s,166.441452,+44d18m05.6s,44.301559,597.42,7.430,V (Johnson),3.911,Ks (2MASS),K2 III,3943.00,2.06,2.863,10.94,51.10,-0.240,[Fe/H],4.067
863,HD 96167,b,HD 96167 b,Radial Velocity,0,2009,498.04000000,1.332000,0.685000,227.88411,Msini,14.000,0.45600,,0,0,1,11h05m15.07s,166.312790,-10d17m28.7s,-10.291301,85.51,8.090,V (Johnson),6.554,Ks (2MASS),G5,5733.00,3.99,0.565,1.27,1.94,0.380,[Fe/H],4.850
